Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Total_Learning_Effort
0.294,0.05,0.5,0.5,1.0,0.667,0.12,0.0,1.0,0.125,0.0,1.0,1.0,1.0,0.667,1.0,0.0,0.111,0.289
0.647,0.375,0.5,0.5,1.0,0.333,0.26,0.0,1.0,0.375,1.0,0.5,0.0,0.5,0.667,0.0,1.0,0.289,0.658
0.529,0.4,0.0,1.0,0.0,0.333,0.28,0.5,1.0,0.125,0.5,0.5,1.0,0.5,0.667,0.0,0.0,0.244,0.5
0.588,0.175,0.5,0.5,0.0,0.5,0.96,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.244,0.632
0.294,0.025,0.5,0.5,1.0,0.667,0.78,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.667,0.0,0.0,0.156,0.368
0.353,0.125,0.5,0.5,0.0,0.667,0.06,0.5,1.0,0.25,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.133,0.368
0.618,0.65,1.0,0.5,0.0,0.5,0.78,0.0,1.0,0.25,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.311,0.605
0.324,0.8,0.5,1.0,1.0,0.833,0.16,1.0,1.0,0.125,1.0,0.0,1.0,1.0,0.333,0.0,1.0,0.311,0.316
0.588,1.0,0.5,0.5,1.0,0.833,0.36,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.422,0.632
0.265,0.35,0.5,1.0,1.0,0.667,0.32,0.0,1.0,0.125,0.0,0.5,1.0,0.0,0.667,0.0,0.0,0.156,0.263
0.647,0.6,0.5,0.5,1.0,0.167,0.28,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.267,0.579
0.294,0.925,1.0,0.5,0.0,0.667,0.3,1.0,1.0,0.125,0.0,0.5,0.0,1.0,0.333,0.0,0.0,0.311,0.289
0.588,0.175,1.0,0.0,1.0,0.5,0.76,0.5,1.0,0.125,0.0,0.5,0.0,1.0,0.667,0.0,1.0,0.244,0.553
0.618,0.725,0.5,1.0,1.0,0.333,0.26,0.5,1.0,0.25,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.378,0.605
0.382,0.75,1.0,0.0,0.0,0.333,0.8,0.5,1.0,0.25,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.311,0.395
0.588,0.1,0.5,1.0,1.0,0.5,0.1,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.667,0.0,1.0,0.222,0.526
0.559,0.85,0.5,1.0,0.0,0.333,0.6,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.333,0.0,1.0,0.378,0.5
0.412,0.825,0.0,0.5,1.0,0.5,0.86,0.0,1.0,0.25,0.5,0.5,0.0,1.0,0.667,0.0,1.0,0.311,0.421
0.324,0.025,0.5,1.0,0.0,0.5,0.08,0.5,1.0,0.375,0.0,0.5,1.0,1.0,0.333,1.0,0.0,0.111,0.368
0.147,0.1,1.0,0.5,0.0,0.5,0.64,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.167,1.0,0.0,0.133,0.132
0.559,0.05,1.0,0.0,0.0,0.667,0.52,0.5,1.0,0.125,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.178,0.526
0.235,0.325,0.5,0.5,0.0,0.5,0.34,0.5,0.0,0.375,0.5,1.0,0.0,1.0,0.833,1.0,1.0,0.178,0.289
0.529,0.5,0.5,0.5,1.0,0.333,0.1,1.0,1.0,0.125,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.289,0.5
0.441,0.525,0.5,0.5,1.0,0.0,0.68,0.0,1.0,0.125,0.5,0.5,0.0,1.0,0.667,0.0,0.0,0.289,0.421
0.618,0.275,1.0,0.5,0.0,0.667,0.3,0.5,1.0,0.125,0.0,0.5,0.0,0.0,0.333,0.0,1.0,0.222,0.579
0.441,0.9,0.5,1.0,0.0,0.5,0.34,0.5,1.0,0.125,1.0,0.5,1.0,1.0,0.333,0.0,0.0,0.356,0.421
0.441,0.375,0.5,0.5,1.0,0.5,0.72,0.0,1.0,0.125,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.2,0.421
0.618,0.05,0.5,0.5,0.0,0.833,0.94,0.5,1.0,0.125,0.5,0.5,0.0,0.0,0.333,0.0,1.0,0.222,0.579
0.559,0.3,1.0,0.5,1.0,0.167,0.34,0.0,1.0,0.25,0.5,0.5,1.0,0.5,0.667,0.0,0.0,0.267,0.553
0.559,0.525,1.0,0.5,0.0,0.5,0.74,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.333,0.0,0.0,0.267,0.5
0.588,0.4,0.0,0.5,1.0,0.333,0.96,0.5,1.0,0.125,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.267,0.553
0.235,0.275,0.0,0.5,1.0,0.667,0.1,0.5,1.0,0.125,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.711,0.237
0.647,0.125,1.0,1.0,1.0,0.0,0.52,1.0,1.0,0.125,1.0,0.5,0.0,0.5,0.167,0.0,0.0,0.267,0.605
0.618,0.825,1.0,0.5,1.0,0.667,0.02,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.333,1.0,1.0,0.378,0.658
0.324,1.0,0.5,0.0,1.0,0.667,0.82,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.311,0.289
0.471,0.325,0.5,0.5,1.0,0.333,0.28,0.0,1.0,0.125,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.222,0.447
0.5,0.375,1.0,0.5,1.0,0.5,0.34,0.0,1.0,0.125,0.0,0.5,0.0,1.0,0.667,0.0,0.0,0.244,0.474
0.471,0.625,1.0,1.0,0.0,0.333,0.68,0.0,1.0,0.375,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.333,0.5
0.559,0.725,1.0,1.0,1.0,0.667,0.78,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.356,0.5
0.765,0.4,0.5,1.0,1.0,0.667,0.4,0.0,0.0,0.125,0.0,0.0,1.0,0.5,0.667,0.0,0.0,0.267,0.711
0.676,0.9,1.0,0.5,0.0,0.167,0.66,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.333,0.0,1.0,0.378,0.605
0.265,0.55,0.0,0.5,0.0,0.167,0.96,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.167,0.0,1.0,0.178,0.237
0.618,0.45,1.0,0.0,1.0,0.833,0.88,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.667,0.0,0.0,0.267,0.553
0.735,0.65,0.0,0.5,0.0,1.0,0.7,0.5,1.0,0.75,0.0,1.0,1.0,0.5,0.333,0.0,1.0,0.378,0.816
0.559,0.95,0.5,0.5,0.0,0.667,0.94,0.0,1.0,0.125,1.0,0.5,0.0,1.0,0.167,1.0,0.0,0.378,0.526
0.706,0.8,0.5,0.5,0.0,0.667,0.88,0.5,0.0,0.125,0.0,0.5,0.0,0.0,0.667,0.0,0.0,0.333,0.658
0.853,0.05,1.0,0.5,0.0,0.5,0.72,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.333,0.0,0.0,0.267,0.763
0.676,0.325,0.5,0.5,0.0,0.5,0.92,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.289,0.605
0.529,0.475,0.0,0.5,1.0,0.667,0.82,1.0,1.0,0.125,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.267,0.5
0.676,0.325,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.375,0.0,0.5,1.0,1.0,0.833,0.0,1.0,0.333,0.684
0.529,0.7,0.5,0.0,0.0,0.833,0.5,1.0,0.0,0.125,0.5,1.0,0.0,0.5,0.333,0.0,0.0,0.267,0.5
0.5,0.825,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.125,1.0,1.0,1.0,1.0,0.667,0.0,1.0,0.356,0.474
0.441,0.725,1.0,0.0,1.0,0.5,0.04,0.5,1.0,0.125,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.311,0.421
0.765,1.0,0.5,0.5,1.0,0.5,0.74,0.5,0.0,0.375,0.0,0.5,1.0,0.0,0.833,0.0,0.0,0.422,0.763
0.353,0.275,1.0,0.0,0.0,0.5,0.56,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.178,0.316
0.765,0.875,0.5,0.0,1.0,0.833,0.76,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.333,0.0,0.0,0.378,0.684
0.588,0.775,1.0,0.0,1.0,0.5,0.94,0.0,1.0,0.25,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.356,0.579
0.265,0.35,1.0,0.5,0.0,0.5,0.46,0.5,1.0,0.125,0.0,0.5,1.0,0.5,0.833,0.0,1.0,0.2,0.263
0.559,0.725,0.5,0.5,1.0,0.5,0.08,0.5,1.0,0.125,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.311,0.526
0.118,0.1,1.0,1.0,0.0,0.333,0.62,0.5,1.0,0.25,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.156,0.158
0.618,0.8,0.5,0.5,1.0,0.167,0.1,0.5,0.0,0.125,0.5,0.5,1.0,0.5,0.667,0.0,1.0,0.311,0.579
0.647,0.525,1.0,0.0,1.0,0.833,0.62,0.0,1.0,0.25,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.289,0.632
0.382,0.3,1.0,0.5,1.0,0.833,0.52,1.0,1.0,0.75,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.267,0.5
0.529,0.65,0.5,0.5,1.0,0.833,0.72,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.356,0.526
0.853,0.65,0.5,0.5,1.0,0.167,0.36,0.0,1.0,0.125,0.5,0.5,1.0,0.0,0.667,0.0,1.0,0.333,0.789
0.412,0.2,1.0,0.5,0.0,0.833,0.14,0.5,1.0,0.25,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.178,0.421
0.324,0.025,0.0,1.0,0.0,1.0,0.24,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.667,0.0,0.0,0.111,0.289
0.765,0.425,0.5,0.5,0.0,0.833,0.68,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.311,0.684
0.853,0.575,0.5,0.5,1.0,0.833,0.48,0.5,1.0,0.375,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.356,0.842
0.5,0.875,0.0,0.0,1.0,0.667,0.54,0.5,1.0,0.125,1.0,1.0,1.0,1.0,0.333,0.0,1.0,0.311,0.474
0.676,0.925,1.0,0.0,1.0,0.333,0.32,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.167,0.0,0.0,0.4,0.658
0.735,0.525,0.5,1.0,1.0,0.667,0.84,0.5,1.0,0.125,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.4,0.684
0.382,0.75,0.5,0.5,0.0,0.167,1.0,0.5,1.0,0.125,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.289,0.368
0.412,0.45,1.0,0.5,1.0,0.333,0.32,0.5,1.0,0.25,0.0,0.5,1.0,1.0,0.667,0.0,1.0,0.267,0.421
0.706,0.75,0.5,1.0,0.0,0.5,0.72,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.422,0.684
0.794,0.2,0.5,1.0,0.0,0.5,0.18,0.5,1.0,0.375,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.289,0.789
0.588,0.375,1.0,0.5,0.0,0.667,0.74,0.0,1.0,0.125,0.5,1.0,1.0,1.0,0.333,0.0,0.0,0.311,0.553
0.353,0.625,1.0,0.5,0.0,0.0,0.44,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.667,0.0,1.0,0.311,0.421
0.853,0.025,1.0,1.0,1.0,0.5,0.6,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.667,1.0,0.0,0.289,0.763
0.412,0.725,0.0,1.0,0.0,0.667,0.24,0.5,1.0,0.125,0.0,1.0,1.0,1.0,0.167,0.0,1.0,0.244,0.395
0.441,0.825,0.0,0.0,1.0,0.667,0.86,0.5,1.0,0.375,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.311,0.474
0.559,0.4,0.5,0.5,1.0,0.667,0.18,0.5,1.0,0.125,0.0,0.5,1.0,1.0,0.333,0.0,0.0,0.244,0.526
0.765,0.45,0.0,0.5,1.0,0.5,0.92,1.0,1.0,0.625,0.0,0.5,1.0,1.0,0.667,0.0,1.0,0.378,0.816
0.647,0.85,0.5,0.0,1.0,0.333,0.06,0.0,1.0,0.125,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.311,0.605
0.559,0.775,0.5,0.5,1.0,0.667,0.28,0.5,1.0,0.125,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.289,0.526
0.588,0.3,0.5,0.5,1.0,0.5,0.56,0.5,1.0,0.125,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.244,0.553
0.5,0.325,0.5,0.0,1.0,0.667,0.86,1.0,1.0,0.125,0.0,1.0,1.0,0.0,0.667,0.0,1.0,0.222,0.474
0.588,0.675,0.5,0.5,0.0,0.667,0.58,1.0,1.0,0.25,0.0,1.0,1.0,0.5,0.333,0.0,1.0,0.356,0.579
0.059,0.575,0.5,0.5,1.0,0.5,0.22,0.5,1.0,0.25,0.0,0.5,1.0,0.0,0.667,0.0,1.0,0.133,0.105
0.441,0.15,0.0,0.5,1.0,0.333,0.86,0.5,1.0,0.125,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.178,0.421
0.529,0.3,0.5,1.0,1.0,0.833,0.6,0.0,1.0,0.125,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.244,0.5
0.294,0.9,0.5,1.0,0.0,0.667,0.24,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.333,0.0,1.0,0.311,0.263
0.559,0.7,1.0,1.0,1.0,1.0,0.56,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.333,0.0,1.0,0.356,0.5
0.471,0.975,1.0,0.5,1.0,0.667,0.68,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.667,0.0,0.0,0.4,0.421
0.824,0.775,1.0,0.5,1.0,0.667,0.68,0.0,1.0,0.25,0.0,0.5,1.0,0.0,0.333,0.0,1.0,0.378,0.789
0.765,0.95,0.5,1.0,0.0,0.167,0.72,0.0,1.0,0.25,0.5,0.5,0.0,0.0,0.667,0.0,1.0,0.4,0.737
0.412,0.225,0.0,1.0,1.0,0.5,0.9,0.5,1.0,0.125,0.0,1.0,0.0,1.0,0.333,0.0,1.0,0.222,0.395
0.471,0.775,0.0,1.0,1.0,0.5,0.82,0.5,1.0,0.125,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.356,0.447
0.5,0.025,1.0,0.5,1.0,0.667,0.6,0.5,1.0,0.125,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.222,0.474
0.412,0.675,0.5,0.5,0.0,0.667,0.04,0.0,1.0,0.125,0.5,0.5,1.0,1.0,0.833,0.0,1.0,0.267,0.395
0.529,0.475,0.5,1.0,1.0,0.667,0.74,0.5,1.0,0.125,0.0,1.0,1.0,0.5,0.333,0.0,1.0,0.311,0.5
0.353,0.35,0.0,1.0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.178,0.316
0.294,0.85,0.0,1.0,1.0,0.333,0.3,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.333,0.0,1.0,0.289,0.316
0.618,0.85,1.0,0.0,1.0,0.667,0.6,1.0,0.0,0.125,0.0,0.5,1.0,0.5,0.667,0.0,0.0,0.333,0.579
0.618,0.025,0.5,0.5,1.0,0.667,0.76,0.0,1.0,0.125,0.0,0.5,0.0,1.0,0.667,0.0,0.0,0.2,0.579
0.353,0.6,0.5,0.5,0.0,1.0,0.64,0.5,1.0,0.125,1.0,0.0,0.0,0.0,0.333,1.0,1.0,0.2,0.342
0.647,0.375,0.0,1.0,1.0,0.667,0.92,1.0,1.0,0.125,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.289,0.605
0.382,0.425,0.5,1.0,1.0,0.667,0.48,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.333,0.0,0.0,0.222,0.342
0.559,0.825,1.0,0.5,0.0,0.667,0.54,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.167,0.0,0.0,0.333,0.5
0.647,0.3,0.5,0.5,1.0,0.667,0.04,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.333,0.0,1.0,0.244,0.579
0.5,0.95,1.0,0.0,1.0,0.833,0.9,0.0,1.0,0.125,0.0,0.5,1.0,1.0,0.333,0.0,0.0,0.333,0.474
0.588,0.175,0.5,0.5,1.0,0.333,0.26,1.0,1.0,0.375,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.244,0.605
0.412,0.675,0.5,0.5,0.0,0.333,0.98,0.5,1.0,0.25,0.0,0.5,0.0,0.5,0.333,0.0,1.0,0.311,0.421
0.471,0.675,1.0,1.0,0.0,1.0,0.2,1.0,1.0,0.25,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.311,0.474
0.471,0.25,1.0,1.0,0.0,0.0,0.26,0.5,1.0,0.125,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.2,0.447
0.382,0.325,0.5,0.5,1.0,0.5,0.48,0.0,1.0,0.125,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.2,0.368
0.471,0.825,0.0,0.5,1.0,0.5,0.66,0.5,1.0,0.125,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.311,0.447
0.235,0.75,0.5,0.5,1.0,0.5,0.44,1.0,1.0,0.375,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.267,0.289
0.412,0.325,0.0,0.5,1.0,0.833,0.36,0.0,1.0,0.25,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.178,0.421
0.441,0.525,0.0,1.0,1.0,0.667,0.54,0.0,1.0,0.125,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.267,0.421
0.441,0.05,0.5,1.0,0.0,0.333,0.96,0.0,1.0,0.375,0.5,0.5,0.0,0.5,0.167,0.0,1.0,0.222,0.474
0.471,0.2,0.5,0.5,1.0,0.333,0.96,0.0,1.0,0.25,0.0,0.5,1.0,1.0,0.167,0.0,0.0,0.2,0.474
0.5,0.475,1.0,0.5,0.0,0.5,0.32,0.0,1.0,0.375,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.289,0.526
0.588,0.075,0.0,0.5,1.0,0.833,0.68,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.2,0.526
0.647,0.85,1.0,0.5,0.0,0.5,0.72,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.667,0.0,1.0,0.333,0.632
0.382,0.725,1.0,0.5,1.0,0.5,0.66,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.667,0.0,1.0,0.333,0.342
0.294,0.95,1.0,0.0,1.0,0.333,0.12,0.5,1.0,0.125,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.267,0.289
0.324,0.7,1.0,1.0,1.0,0.667,0.54,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.311,0.342
0.412,0.95,1.0,0.5,0.0,0.5,0.76,0.5,1.0,0.25,0.0,1.0,0.0,0.0,0.667,0.0,1.0,0.333,0.421
0.441,0.55,1.0,1.0,0.0,0.333,0.2,0.5,1.0,0.625,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.311,0.526
0.353,0.6,0.5,0.0,1.0,0.833,0.34,0.5,1.0,0.125,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.222,0.342
0.265,0.975,0.5,1.0,1.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.167,0.0,1.0,0.244,0.237
0.412,0.65,1.0,1.0,1.0,0.5,0.88,0.5,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.333,0.421
0.529,0.025,0.5,0.0,1.0,0.5,0.86,0.0,1.0,0.125,0.0,1.0,0.0,0.0,0.833,0.0,1.0,0.178,0.5
0.618,0.725,0.0,0.5,0.0,0.167,0.16,0.5,1.0,0.375,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.311,0.632
0.412,0.9,1.0,1.0,1.0,0.667,0.76,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.667,0.0,1.0,0.422,0.474
0.441,0.8,0.5,0.5,1.0,0.667,0.36,0.0,1.0,0.25,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.333,0.447
0.324,0.575,1.0,0.5,0.0,0.5,0.68,0.5,1.0,0.125,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.244,0.316
0.5,0.675,0.0,1.0,1.0,0.333,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.289,0.447
0.353,1.0,0.5,0.0,0.0,1.0,0.48,0.5,1.0,0.25,0.5,0.5,1.0,0.0,0.833,0.0,1.0,0.267,0.368
0.588,0.1,0.5,0.5,1.0,0.667,0.88,0.0,1.0,0.25,0.5,0.5,0.0,1.0,0.833,0.0,0.0,0.244,0.579
0.176,0.675,1.0,0.5,0.0,0.333,0.64,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.222,0.158
0.441,0.275,0.0,0.5,1.0,0.667,0.24,0.5,1.0,0.375,1.0,1.0,1.0,1.0,0.333,0.0,1.0,0.244,0.474
0.559,0.65,1.0,0.5,1.0,0.5,0.12,0.5,1.0,0.125,1.0,0.5,0.0,1.0,0.667,0.0,1.0,0.311,0.526
0.529,0.6,0.0,0.5,0.0,0.5,0.94,0.5,1.0,0.25,0.0,0.0,1.0,0.5,0.667,0.0,0.0,0.267,0.526
0.971,0.15,0.0,1.0,1.0,0.667,0.16,1.0,1.0,0.125,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.311,0.895
0.559,0.2,0.5,0.5,0.0,0.0,0.74,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.244,0.553
0.324,0.625,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.25,1.0,0.5,1.0,0.0,0.167,1.0,0.0,0.2,0.342
0.471,0.125,0.5,0.5,0.0,0.833,0.14,0.0,1.0,0.125,0.5,0.5,1.0,1.0,0.333,1.0,0.0,0.133,0.447
0.176,0.275,0.0,1.0,1.0,0.5,0.78,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.333,0.0,1.0,0.133,0.158
0.5,0.825,0.5,0.5,1.0,0.333,0.9,0.0,1.0,0.125,0.5,1.0,1.0,0.0,0.667,0.0,1.0,0.333,0.474
0.353,0.325,0.5,1.0,0.0,0.167,0.12,0.5,1.0,0.125,0.5,0.5,1.0,1.0,0.333,0.0,0.0,0.222,0.342
0.647,0.5,1.0,0.0,0.0,0.5,0.06,0.5,1.0,0.125,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.267,0.605
0.412,0.95,0.0,0.5,0.0,0.5,0.84,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.311,0.368
0.471,0.225,0.5,0.0,1.0,0.833,0.5,0.5,1.0,0.25,0.5,0.0,1.0,0.0,0.833,0.0,0.0,0.178,0.474
0.382,0.4,0.5,0.5,0.0,0.667,0.68,1.0,1.0,0.125,1.0,1.0,1.0,0.5,0.667,0.0,1.0,0.244,0.368
0.794,0.6,1.0,0.5,1.0,0.5,0.44,0.5,1.0,0.375,0.5,0.5,1.0,1.0,0.333,0.0,1.0,0.4,0.789
0.441,0.75,1.0,1.0,0.0,0.667,0.42,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.289,0.395
0.824,0.9,1.0,1.0,1.0,0.833,0.3,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.333,0.0,1.0,0.422,0.737
0.647,0.925,0.0,0.5,1.0,0.667,0.56,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.333,0.579
0.588,0.775,1.0,0.0,1.0,0.667,0.16,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.333,0.0,1.0,0.289,0.526
0.559,0.225,1.0,1.0,0.0,0.5,0.72,0.0,1.0,0.125,1.0,0.5,1.0,1.0,0.667,1.0,0.0,0.267,0.526
0.559,0.025,1.0,0.5,0.0,0.333,0.54,0.0,1.0,0.125,0.5,0.5,1.0,1.0,0.667,0.0,1.0,0.222,0.526
0.147,0.375,0.5,0.5,0.0,0.167,0.84,0.5,1.0,0.625,1.0,1.0,1.0,1.0,0.667,0.0,1.0,0.244,0.263
0.441,0.15,1.0,0.5,1.0,0.167,0.92,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.833,0.0,0.0,0.2,0.395
0.647,0.7,0.5,0.5,1.0,0.667,0.9,0.0,1.0,0.125,1.0,1.0,1.0,0.5,0.667,0.0,0.0,0.378,0.605
0.5,0.65,0.5,0.5,1.0,0.667,0.6,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.333,0.0,1.0,0.333,0.5
0.265,0.05,0.5,0.5,1.0,0.833,0.32,0.5,1.0,0.125,0.0,0.5,0.0,0.5,0.333,0.0,0.0,0.111,0.263
0.5,0.825,0.5,0.5,1.0,0.667,0.36,0.5,1.0,0.125,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.289,0.474
0.794,0.25,0.5,1.0,1.0,0.833,0.66,0.5,1.0,0.125,1.0,0.5,0.0,0.5,0.333,0.0,0.0,0.356,0.737
0.706,0.425,0.5,0.5,1.0,0.5,0.72,0.0,1.0,0.125,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.289,0.658
0.5,0.675,1.0,0.5,1.0,0.667,0.16,0.0,1.0,0.25,0.0,0.5,1.0,0.0,0.333,1.0,1.0,0.267,0.5
0.676,0.425,0.5,0.5,1.0,0.167,1.0,0.0,1.0,0.125,0.0,1.0,0.0,1.0,0.833,0.0,0.0,0.333,0.632
0.441,0.45,0.5,1.0,0.0,0.5,0.1,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.222,0.395
0.206,0.075,0.5,0.5,0.0,0.0,0.6,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.111,0.184
0.324,0.4,1.0,0.0,0.0,0.5,0.54,0.0,0.0,0.25,1.0,0.5,1.0,1.0,0.667,0.0,1.0,0.222,0.342
0.765,0.775,0.5,0.5,0.0,0.833,0.6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.667,0.0,0.0,0.333,0.684
0.441,0.925,0.0,0.0,1.0,0.5,0.54,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.667,0.0,1.0,0.311,0.5
0.471,0.425,1.0,0.0,0.0,0.667,0.06,0.5,1.0,0.125,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.2,0.447
0.441,0.425,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.25,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.267,0.447
0.824,0.7,0.0,0.5,1.0,0.333,0.98,0.0,1.0,0.25,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.4,0.789
0.794,0.95,0.5,1.0,0.0,0.5,0.52,1.0,1.0,0.125,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.422,0.737
